,zpid,latitude,longitude,usecode,bathrooms,bedrooms,zipcode,price,lotSizeSqFt,Nearest Station Index,Nearest Station Lat,Nearest Station Lon,Borough,distance_miles
0,31947881,40.780026,-73.916672,SingleFamily,1.0,3,11105,1288952,2500,0,40.775036,-73.91203399999999,Q,0.42174400060307804
1,94721614,40.77083,-73.90318,MultiFamily2To4,1.0,1,11105,550596,0,0,40.775036,-73.91203399999999,Q,0.5470559479100959
2,94721483,40.77083,-73.90318,MultiFamily2To4,1.0,2,11105,679430,0,0,40.775036,-73.91203399999999,Q,0.5470559479100959
3,31947885,40.779837,-73.916406,SingleFamily,1.0,3,11105,1398531,2500,0,40.775036,-73.91203399999999,Q,0.4030677268554984
4,31943243,40.768852,-73.900892,Triplex,0.0,0,11105,1293072,2200,0,40.775036,-73.91203399999999,Q,0.7230424208407176
5,31943244,40.768754,-73.900791,Duplex,0.0,0,11105,1155868,2180,0,40.775036,-73.91203399999999,Q,0.7313143552315404
6,31943245,40.768724,-73.900656,Triplex,0.0,0,11105,1165071,1768,0,40.775036,-73.91203399999999,Q,0.7382358343246628
7,31943257,40.768739,-73.900724,Triplex,0.0,0,11105,1136988,1870,0,40.775036,-73.91203399999999,Q,0.7347529325582624
8,31943285,40.76958,-73.901833,Duplex,0.0,0,11105,1222811,1900,0,40.775036,-73.91203399999999,Q,0.6536707931284954
9,31943286,40.769521,-73.901803,Duplex,0.0,0,11105,950504,1805,0,40.775036,-73.91203399999999,Q,0.6573104827865833
10,31943287,40.769484,-73.901751,Duplex,0.0,0,11105,953342,1805,0,40.775036,-73.91203399999999,Q,0.6610111297592016
11,31943288,40.769447,-73.901699,SingleFamily,1.0,2,11105,864435,1805,0,40.775036,-73.91203399999999,Q,0.6647121594257808
12,31943289,40.769411,-73.901647,Duplex,0.0,0,11105,951511,1805,0,40.775036,-73.91203399999999,Q,0.6683733577291906
13,31943290,40.769375,-73.901596,Duplex,0.0,0,11105,1017597,1805,0,40.775036,-73.91203399999999,Q,0.6719922924254389
14,31943291,40.769339,-73.901544,Duplex,1.0,1,11105,987550,1805,0,40.775036,-73.91203399999999,Q,0.6756540892550923
15,31943292,40.769339,-73.901544,SingleFamily,3.0,4,11105,984210,1900,0,40.775036,-73.91203399999999,Q,0.6756540892550923
16,31943293,40.769252,-73.901449,MultiFamily2To4,2.0,6,11105,1113182,2371,0,40.775036,-73.91203399999999,Q,0.6832022669472693
18,31943316,40.769301,-73.900544,MultiFamily2To4,3.0,5,11105,1201217,2200,0,40.775036,-73.91203399999999,Q,0.7202785701246797
19,31943317,40.769262,-73.90049,MultiFamily2To4,3.0,3,11105,929739,2200,0,40.775036,-73.91203399999999,Q,0.7241223742886694
20,31943359,40.769184,-73.90038,Triplex,0.0,0,11105,1261053,6650,0,40.775036,-73.91203399999999,Q,0.7318992014691438
21,31943360,40.769055,-73.900222,Duplex,0.0,0,11105,1101676,2000,0,40.775036,-73.91203399999999,Q,0.7437247466381395
22,31943362,40.76911,-73.900255,Duplex,0.0,0,11105,1134982,2200,0,40.775036,-73.91203399999999,Q,0.7401790622707428
23,31943414,40.769581,-73.900928,SingleFamily,1.0,2,11105,837637,2216,0,40.775036,-73.91203399999999,Q,0.6928645767972453
24,31943415,40.769624,-73.900989,Duplex,0.0,0,11105,1396892,2503,0,40.775036,-73.91203399999999,Q,0.6885689024843578
26,2098005334,40.773104,-73.926084,SingleFamily,2.0,3,11102,877185,0,2,40.766779,-73.921479,Q,0.4992024425306243
27,2088534884,40.770401,-73.920402,Condominium,1.0,1,11102,607791,0,1,40.770258,-73.917843,Q,0.1343100994015633
28,2089608941,40.770401,-73.920402,Condominium,1.0,1,11102,606591,0,1,40.770258,-73.917843,Q,0.1343100994015633
29,31936880,40.772317,-73.930578,MultiFamily2To4,2.0,0,11102,1672221,2637,2,40.766779,-73.921479,Q,0.6110176208003771
32,31936883,40.772646,-73.931664,MultiFamily2To4,3.0,5,11102,1595114,2349,2,40.766779,-73.921479,Q,0.6698093276787656
36,31936897,40.772309,-73.929146,MultiFamily2To4,2.0,3,11102,971628,1512,2,40.766779,-73.921479,Q,0.5542007334206949
37,31936898,40.77236,-73.929243,MultiFamily2To4,1.0,1,11102,1160420,2424,2,40.766779,-73.921479,Q,0.5603090628966962
39,31936900,40.772356,-73.929413,SingleFamily,1.0,2,11102,1537502,2480,2,40.766779,-73.921479,Q,0.5666081655006033
45,31936937,40.77193,-73.929318,MultiFamily2To4,1.0,1,11102,692460,1385,2,40.766779,-73.921479,Q,0.5432397490303074
48,31936940,40.771922,-73.929537,SingleFamily,5.0,3,11102,1400425,1380,2,40.766779,-73.921479,Q,0.5515929602131041
49,31937389,40.772017,-73.928166,Triplex,0.0,0,11102,1663604,1454,2,40.766779,-73.921479,Q,0.5035650993291845
50,2085989830,40.765317,-73.920815,MultiFamily2To4,1.0,3,11102,675243,0,2,40.766779,-73.921479,Q,0.10685710190785287
51,145596585,40.769887,-73.928552,Duplex,0.0,0,11102,1324334,2328,2,40.766779,-73.921479,Q,0.4280375324049433
52,145596586,40.769887,-73.928552,Duplex,0.0,0,11102,1324334,2328,2,40.766779,-73.921479,Q,0.4280375324049433
54,31937336,40.770517,-73.929777,Duplex,0.0,0,11102,1342909,2500,2,40.766779,-73.921479,Q,0.5053800656612134
55,31937337,40.770481,-73.9297,MultiFamily2To4,1.0,3,11102,1033923,2500,2,40.766779,-73.921479,Q,0.500644156961942
56,31937338,40.770446,-73.929625,MultiFamily2To4,1.0,3,11102,990058,2500,2,40.766779,-73.921479,Q,0.49603356191739373
58,31937340,40.770331,-73.929512,Duplex,0.0,0,11102,1341372,3418,2,40.766779,-73.921479,Q,0.4869031439599392
59,31937341,40.770296,-73.929435,MultiFamily2To4,2.5,5,11102,1241777,3418,2,40.766779,-73.921479,Q,0.4822028608176762
60,31937342,40.770261,-73.92936,MultiFamily2To4,1.0,0,11102,915638,3418,2,40.766779,-73.921479,Q,0.47759300626780776
61,31937343,40.770225,-73.929282,MultiFamily2To4,3.0,5,11102,1357987,3419,2,40.766779,-73.921479,Q,0.4728127076377286
62,31937344,40.770189,-73.929206,Duplex,0.0,0,11102,1461457,3443,2,40.766779,-73.921479,Q,0.46812287552134985
63,31937345,40.770155,-73.92913,MultiFamily2To4,2.0,4,11102,1385746,3450,2,40.766779,-73.921479,Q,0.4635026535600593
64,31937346,40.770119,-73.929054,MultiFamily2To4,2.0,4,11102,1516774,3443,2,40.766779,-73.921479,Q,0.45881287299530477
65,31937347,40.770084,-73.928978,Duplex,0.0,0,11102,1442806,3443,2,40.766779,-73.921479,Q,0.45415789467841455
66,31937348,40.770049,-73.928902,MultiFamily2To4,3.0,6,11102,1580702,3441,2,40.766779,-73.921479,Q,0.4495029323663244
67,31937349,40.770013,-73.928826,Duplex,0.0,0,11102,1571718,3461,2,40.766779,-73.921479,Q,0.44481325494403
68,31937350,40.769975,-73.928749,Duplex,0.0,0,11102,1399146,3461,2,40.766779,-73.921479,Q,0.4400089584723569
69,31937351,40.769959,-73.928654,Duplex,0.0,0,11102,1347061,3552,2,40.766779,-73.921479,Q,0.4351558579962893
70,31937352,40.769911,-73.928604,Duplex,0.0,0,11102,1272228,2328,2,40.766779,-73.921479,Q,0.4312242674411252
71,31937353,40.769862,-73.928499,MultiFamily2To4,2.0,2,11102,1064363,2331,2,40.766779,-73.921479,Q,0.42477085570807727
72,31937354,40.769879,-73.928386,Duplex,0.0,0,11102,1715919,2787,2,40.766779,-73.921479,Q,0.4202622127627059
73,31937355,40.769837,-73.928296,Duplex,0.0,0,11102,1799395,2375,2,40.766779,-73.921479,Q,0.41472959939103005
74,31937356,40.7698,-73.928219,Duplex,0.0,0,11102,1797450,2375,2,40.766779,-73.921479,Q,0.40995860693776165
76,83056383,40.752254,-73.855818,Quadruplex,0.0,0,11368,1376881,3125,450,40.75173,-73.855334,Q,0.044201648658323336
77,2110021882,40.759239,-73.982749,Unknown,0.0,0,10020,590054,0,226,40.758663,-73.981329,M,0.084328388781997
78,2097787754,40.750211,-73.99595,SingleFamily,1.0,2,10001,1192784,0,163,40.752287,-73.993391,M,0.1963138203127174
79,2089624535,40.75109,-74.002129,MultiFamily2To4,2.0,2,10001,1408035,0,472,40.755882,-74.00191,M,0.3313974615737485
80,2086171323,40.75109,-74.002129,MultiFamily2To4,1.0,1,10001,763551,0,472,40.755882,-74.00191,M,0.3313974615737485
82,2090376970,40.747842,-73.989412,MultiFamily2To4,1.0,1,10001,795492,0,11,40.749567,-73.98795,M,0.14168340816347508
83,2091861983,40.747842,-73.989412,MultiFamily2To4,1.0,0,10001,512450,0,11,40.749567,-73.98795,M,0.14168340816347508
84,2092101862,40.747842,-73.989412,MultiFamily2To4,1.0,0,10001,516838,0,11,40.749567,-73.98795,M,0.14168340816347508
85,2092930173,40.747842,-73.989412,MultiFamily2To4,1.0,1,10001,792048,0,11,40.749567,-73.98795,M,0.14168340816347508
86,2104007914,40.748723,-73.990137,MultiFamily2To4,1.0,1,10001,726468,0,319,40.750372999999996,-73.991057,M,0.1237961145318617
87,2106835192,40.748723,-73.990137,Unknown,0.0,0,10001,609369,0,319,40.750372999999996,-73.991057,M,0.1237961145318617
88,2108021602,40.74866,-73.99023,MultiFamily2To4,1.0,1,10001,734960,0,319,40.750372999999996,-73.991057,M,0.12606401841264767
89,2113409141,40.74709,-73.98667,MultiFamily2To4,1.0,1,10001,809306,0,12,40.745494,-73.988691,M,0.15286069881991474
90,2115339197,40.748723,-73.990137,MultiFamily2To4,1.0,1,10001,714440,0,319,40.750372999999996,-73.991057,M,0.1237961145318617
91,2117465483,40.748723,-73.990137,MultiFamily2To4,1.0,1,10001,834513,0,319,40.750372999999996,-73.991057,M,0.1237961145318617
92,2117750611,40.747088,-73.986674,MultiFamily2To4,2.0,2,10001,1369080,0,12,40.745494,-73.988691,M,0.15261596189513563
93,2119079232,40.74866,-73.99023,SingleFamily,1.0,0,10001,519184,0,319,40.750372999999996,-73.991057,M,0.12606401841264767
97,2127445327,40.748723,-73.990137,MultiFamily2To4,1.0,1,10001,726647,0,319,40.750372999999996,-73.991057,M,0.1237961145318617
98,2127593167,40.74704,-73.98667,MultiFamily2To4,1.0,1,10001,654346,0,12,40.745494,-73.988691,M,0.15038601486577718
100,65316565,40.749363,-73.998532,MultiFamily2To4,1.0,0,10001,733147,0,164,40.745906,-73.998041,M,0.24030972235851797
101,2086245216,40.7485,-73.995796,Condominium,2.0,2,10001,1443142,0,320,40.747215000000004,-73.993365,M,0.1552102267197869
103,2097641459,40.742871,-74.001578,SingleFamily,2.0,2,10011,1696904,0,165,40.740893,-74.00169,M,0.13683520271832583
106,2118375880,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0,321,40.744081,-73.995657,M,0.061752390050587226
108,2093292261,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0,321,40.744081,-73.995657,M,0.061752390050587226
109,2093912569,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0,321,40.744081,-73.995657,M,0.061752390050587226
110,2094587554,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0,321,40.744081,-73.995657,M,0.061752390050587226
111,2095044566,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0,321,40.744081,-73.995657,M,0.061752390050587226
112,2096130204,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0,321,40.744081,-73.995657,M,0.061752390050587226
113,2096287828,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0,321,40.744081,-73.995657,M,0.061752390050587226
114,2096849915,40.744743,-73.996449,MultiFamily2To4,1.0,2,10011,1187649,0,321,40.744081,-73.995657,M,0.061752390050587226
116,2097960350,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0,321,40.744081,-73.995657,M,0.061752390050587226
117,2099257708,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0,321,40.744081,-73.995657,M,0.061752390050587226
118,2099439191,40.74474,-73.99643,MultiFamily2To4,1.0,0,10011,575002,0,321,40.744081,-73.995657,M,0.06093353347263118
120,2100546119,40.74474,-73.99643,MultiFamily2To4,1.0,0,10011,575002,0,321,40.744081,-73.995657,M,0.06093353347263118
121,2100546122,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0,321,40.744081,-73.995657,M,0.061752390050587226
122,2100546123,40.74474,-73.99643,MultiFamily2To4,1.0,1,10011,762151,0,321,40.744081,-73.995657,M,0.06093353347263118
123,2100546124,40.74474,-73.99643,MultiFamily2To4,1.0,0,10011,575002,0,321,40.744081,-73.995657,M,0.06093353347263118
124,2100889364,40.74474,-73.99643,MultiFamily2To4,1.0,0,10011,575002,0,321,40.744081,-73.995657,M,0.06093353347263118
125,2107078697,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0,321,40.744081,-73.995657,M,0.061752390050587226
126,2107666091,40.744739,-73.996429,Unknown,0.0,0,10011,876299,0,321,40.744081,-73.995657,M,0.06084708769471616
127,2107666101,40.744743,-73.996449,MultiFamily2To4,1.0,0,10011,574598,0,321,40.744081,-73.995657,M,0.061752390050587226
128,2108150493,40.6176,-74.0826,Unknown,0.0,0,10012,399756,0,479,40.621319,-74.071402,SI,0.6412378576367573
129,2112406078,40.6176,-74.0826,MultiFamily2To4,1.0,1,10012,526374,0,479,40.621319,-74.071402,SI,0.6412378576367573
130,2114415996,40.6176,-74.0826,MultiFamily2To4,1.0,1,10012,526374,0,479,40.621319,-74.071402,SI,0.6412378576367573
131,2127123502,40.6176,-74.0826,MultiFamily2To4,1.0,0,10012,553641,0,479,40.621319,-74.071402,SI,0.6412378576367573
132,2128013508,40.618198,-74.08332,MultiFamily2To4,1.0,1,10012,519740,0,479,40.621319,-74.071402,SI,0.6614003315492465
133,31497182,40.722593,-73.994209,MultiFamily2To4,1.0,1,10012,980476,10396,102,40.720279999999995,-73.993915,M,0.16060304320401414
134,31497466,40.722768,-73.993775,MultiFamily2To4,1.0,1,10012,965916,0,102,40.720279999999995,-73.993915,M,0.1721144030068119
135,31497470,40.722768,-73.993775,MultiFamily2To4,1.0,1,10012,967244,0,102,40.720279999999995,-73.993915,M,0.1721144030068119
136,31497479,40.722768,-73.993775,MultiFamily2To4,1.0,1,10012,1095653,0,102,40.720279999999995,-73.993915,M,0.1721144030068119
137,2086546309,40.722768,-73.993775,MultiFamily2To4,2.0,2,10012,1791591,0,102,40.720279999999995,-73.993915,M,0.1721144030068119
138,2107282788,40.722768,-73.993775,MultiFamily2To4,1.0,1,10012,761527,0,102,40.720279999999995,-73.993915,M,0.1721144030068119
139,2097667329,40.725787,-73.998265,SingleFamily,2.0,2,10012,2292714,11616,16,40.724329,-73.997702,M,0.10499589868471006
140,2097733198,40.725787,-73.998265,SingleFamily,2.0,4,10012,2825689,1484,16,40.724329,-73.997702,M,0.10499589868471006
141,2097757498,40.725787,-73.998265,SingleFamily,1.0,3,10012,2181743,0,16,40.724329,-73.997702,M,0.10499589868471006
142,2097830494,40.725787,-73.998265,SingleFamily,1.0,3,10012,2181743,0,16,40.724329,-73.997702,M,0.10499589868471006
143,2097992156,40.725787,-73.998265,MultiFamily2To4,2.0,4,10012,2571800,0,16,40.724329,-73.997702,M,0.10499589868471006
144,31497160,40.722593,-73.994209,Condominium,1.0,1,10012,1457822,10396,102,40.720279999999995,-73.993915,M,0.16060304320401414
145,31497161,40.722593,-73.994209,Condominium,0.0,0,10012,1287045,10396,102,40.720279999999995,-73.993915,M,0.16060304320401414
146,31497162,40.722593,-73.994209,Condominium,0.0,0,10012,1265878,10396,102,40.720279999999995,-73.993915,M,0.16060304320401414
147,31497163,40.722593,-73.994209,Condominium,0.0,0,10012,1849043,10396,102,40.720279999999995,-73.993915,M,0.16060304320401414
148,31497165,40.722593,-73.994209,Condominium,1.0,1,10012,1166054,10396,102,40.720279999999995,-73.993915,M,0.16060304320401414
149,31497166,40.722593,-73.994209,Condominium,0.0,0,10012,1695797,10396,102,40.720279999999995,-73.993915,M,0.16060304320401414
150,31497169,40.722593,-73.994209,Condominium,1.0,2,10012,1459152,10396,102,40.720279999999995,-73.993915,M,0.16060304320401414
151,31497171,40.722593,-73.994209,Condominium,0.0,0,10012,1265878,10396,102,40.720279999999995,-73.993915,M,0.16060304320401414
152,31497172,40.722593,-73.994209,MultiFamily2To4,2.0,3,10012,2009372,10396,102,40.720279999999995,-73.993915,M,0.16060304320401414
153,32284673,40.625347,-74.078752,MultiFamily2To4,0.0,0,10304,607578,2250,478,40.627915,-74.075162,SI,0.2587763726440238
160,32284674,40.625706,-74.078314,SingleFamily,0.0,0,10304,465024,3374,478,40.627915,-74.075162,SI,0.22504974626953897
212,2097733290,40.708422,-74.011396,SingleFamily,2.0,2,10006,1639663,0,414,40.707557,-74.011862,M,0.06457757068441924
213,2097992577,40.708422,-74.011396,SingleFamily,1.0,3,10006,1536089,0,414,40.707557,-74.011862,M,0.06457757068441924
214,52896995,40.92096,-74.113289,SingleFamily,0.0,0,7410,369864,5001,308,40.807722,-73.96410999999999,M,11.047763294841008
215,37897297,40.921088,-74.113351,SingleFamily,0.0,0,7410,431601,4901,308,40.807722,-73.96410999999999,M,11.05631309877558
216,37897293,40.921729,-74.113652,SingleFamily,0.0,0,7410,317194,5001,308,40.807722,-73.96410999999999,M,11.09880088711267
217,37897263,40.918942,-74.112907,SingleFamily,0.0,0,7410,311600,7022,308,40.807722,-73.96410999999999,M,10.93527416815323
218,2098789745,40.9197,-74.1119,SingleFamily,2.0,1,7410,444206,5001,308,40.807722,-73.96410999999999,M,10.934885701141036
219,2098921116,40.921216,-74.11341,SingleFamily,2.0,5,7410,626228,0,308,40.807722,-73.96410999999999,M,11.064753716996028
220,2110755307,40.9216,-74.113588,SingleFamily,1.5,3,7410,485518,0,308,40.807722,-73.96410999999999,M,11.090121287968516
221,37897301,40.920347,-74.113004,SingleFamily,0.0,0,7410,410200,7200,308,40.807722,-73.96410999999999,M,11.007277937124579
222,37897302,40.920028,-74.112856,SingleFamily,0.0,0,7410,346670,7031,308,40.807722,-73.96410999999999,M,10.98623475442828
223,37897304,40.919673,-74.11269,SingleFamily,0.0,0,7410,330464,6761,308,40.807722,-73.96410999999999,M,10.962779733829622
224,37897305,40.919493,-74.112606,SingleFamily,0.0,0,7410,341317,6761,308,40.807722,-73.96410999999999,M,10.950897719944031
225,37897306,40.919315,-74.112523,SingleFamily,0.0,0,7410,341377,6761,308,40.807722,-73.96410999999999,M,10.939153137456241
226,37897307,40.919138,-74.112441,SingleFamily,2.0,4,7410,351860,6760,308,40.807722,-73.96410999999999,M,10.927497237671506
227,37897308,40.918961,-74.112358,SingleFamily,0.0,0,7410,328092,6695,308,40.807722,-73.96410999999999,M,10.915807163148452
228,37897309,40.918783,-74.112274,SingleFamily,0.0,0,7410,457962,6695,308,40.807722,-73.96410999999999,M,10.904034253502006
229,37897310,40.918601,-74.112187,SingleFamily,0.0,0,7410,354065,6761,308,40.807722,-73.96410999999999,M,10.891958489860908
230,37897317,40.921216,-74.113941,SingleFamily,0.0,0,7410,333184,3751,308,40.807722,-73.96410999999999,M,11.084346008811055
231,37897318,40.921087,-74.113879,SingleFamily,0.0,0,7410,378871,3751,308,40.807722,-73.96410999999999,M,11.075752950002043
232,37897319,40.920905,-74.113746,SingleFamily,0.0,0,7410,542989,5001,308,40.807722,-73.96410999999999,M,11.061949222155414
233,37897264,40.919201,-74.112994,SingleFamily,0.0,0,7410,332016,8250,308,40.807722,-73.96410999999999,M,10.951085206583103
234,52896996,40.92037,-74.113592,SingleFamily,0.0,0,7410,452081,7000,308,40.807722,-73.96410999999999,M,11.030150686275176
235,37897269,40.919613,-74.113171,SingleFamily,0.0,0,7410,333123,6303,308,40.807722,-73.96410999999999,M,10.977685527527127
236,37897270,40.919789,-74.113318,SingleFamily,0.0,0,7410,438348,5001,308,40.807722,-73.96410999999999,M,10.991701252134028
237,37897296,40.921216,-74.11341,SingleFamily,0.0,0,7410,408942,5001,308,40.807722,-73.96410999999999,M,11.064753716996028
238,37897303,40.91985,-74.112773,SingleFamily,0.0,0,7410,366668,6761,308,40.807722,-73.96410999999999,M,10.974481421782894
239,2099872762,40.76878,-73.92111,MultiFamily2To4,1.0,1,11201,584930,0,2,40.766779,-73.921479,Q,0.1396414105750813
240,2100959122,40.689952,-73.99221,MultiFamily2To4,1.0,1,11201,649847,0,416,40.692403999999996,-73.990151,Bk,0.2009055982519633
242,2115880239,40.690027,-73.992,MultiFamily2To4,1.0,1,11201,651536,0,416,40.692403999999996,-73.990151,Bk,0.1907331323509807
248,30568143,40.68858,-73.992615,SingleFamily,1.0,2,11201,3596758,1999,237,40.686145,-73.99086199999999,Bk,0.19173851062186223
253,30568156,40.688091,-73.992819,MultiFamily2To4,1.0,0,11201,1713512,1774,237,40.686145,-73.99086199999999,Bk,0.16914178163741508
264,30615470,40.689548,-73.977422,MultiFamily2To4,1.0,1,11217,906645,2500,293,40.687119,-73.975375,Bk,0.19922966110343668
266,30615605,40.689448,-73.974594,Triplex,0.0,0,11217,3514050,2000,293,40.687119,-73.975375,Bk,0.16609111011643402
267,30615606,40.689445,-73.974522,MultiFamily2To4,3.5,6,11217,1294744,2000,293,40.687119,-73.975375,Bk,0.16686124615132594
268,30615608,40.68955,-73.9743,Quadruplex,0.0,0,11217,3706389,710,293,40.687119,-73.975375,Bk,0.17721237136443263
269,30615655,40.689416,-73.973562,MultiFamily2To4,1.0,0,11217,1432467,1855,293,40.687119,-73.975375,Bk,0.18501811170445337
270,30615657,40.689416,-73.973413,SingleFamily,0.0,5,11217,3670273,1988,293,40.687119,-73.975375,Bk,0.18914696821632151
272,142854642,40.689578,-73.977326,Townhouse,2.0,3,11217,4517630,1980,293,40.687119,-73.975375,Bk,0.1983400710519484
273,2136234855,40.68955,-73.977313,MultiFamily2To4,3.0,0,11217,2829103,5775,293,40.687119,-73.975375,Bk,0.19633104613628283
274,30615630,40.689505,-73.974401,Duplex,0.0,0,11217,1698770,810,293,40.687119,-73.975375,Bk,0.17262783030199924
275,30615607,40.689502,-73.974456,MultiFamily2To4,1.5,2,11217,1447901,848,293,40.687119,-73.975375,Bk,0.17159856308636326
278,30615656,40.689418,-73.97349,MultiFamily2To4,3.0,5,11217,2726616,1071,293,40.687119,-73.975375,Bk,0.18710130884873538
279,244994961,40.689595,-73.977228,Quadruplex,0.0,0,11217,4073313,1577,293,40.687119,-73.975375,Bk,0.19676291085730677
280,245025473,40.689595,-73.977228,Quadruplex,0.0,0,11217,4073313,1577,293,40.687119,-73.975375,Bk,0.19676291085730677
281,2121221932,40.689781,-73.97747,MultiFamily2To4,1.0,0,11217,515832,0,293,40.687119,-73.975375,Bk,0.21425411929993732
282,2106921336,40.689785,-73.97763,Unknown,0.0,0,11217,1170060,0,338,40.688246,-73.980492,Bk,0.18387732961077044
283,2100549751,40.689416,-73.973562,Townhouse,1.0,2,11217,1070530,0,293,40.687119,-73.975375,Bk,0.18501811170445337
284,2102208429,40.6894,-73.97357,Townhouse,1.0,2,11217,1070965,0,293,40.687119,-73.975375,Bk,0.18385404584270523
285,2104525878,40.689416,-73.973562,Townhouse,2.5,3,11217,1733776,0,293,40.687119,-73.975375,Bk,0.18501811170445337
287,2098870761,40.68949,-73.97446,MultiFamily2To4,1.0,1,11217,764777,0,293,40.687119,-73.975375,Bk,0.1707436877863597
288,2105559562,40.689498,-73.974456,Condominium,1.0,1,11217,729856,0,293,40.687119,-73.975375,Bk,0.17133323361262418
291,2096886495,40.670359,-73.989375,Unknown,0.0,0,11215,1106693,0,240,40.670272,-73.989779,Bk,0.022015472347442715
292,2097660097,40.66762,-73.980757,SingleFamily,2.0,2,11215,1337600,0,241,40.666271,-73.980305,Bk,0.09620014671333639
293,89069372,40.660269,-73.99191,Condominium,0.0,0,11215,626790,0,29,40.665414,-73.99287199999999,Bk,0.3591555370234338
294,94718949,40.674925,-73.98385,Condominium,2.0,2,11215,1426203,0,27,40.677316,-73.98311,Bk,0.16974520388217373
295,89073168,40.675068,-73.983994,Condominium,2.0,2,11215,1184881,0,27,40.677316,-73.98311,Bk,0.1621329411337209
296,89071620,40.675126,-73.984265,Condominium,2.0,2,11215,1258141,0,27,40.677316,-73.98311,Bk,0.1630205977141671
297,89067095,40.675126,-73.984265,Condominium,1.0,1,11215,932433,0,27,40.677316,-73.98311,Bk,0.1630205977141671
298,2096274861,40.658993,-73.989975,Unknown,0.0,0,11215,936952,0,29,40.665414,-73.99287199999999,Bk,0.46905873912536605
299,2096791265,40.671865,-73.99132,Unknown,0.0,0,11215,1126894,0,240,40.670272,-73.989779,Bk,0.13655633131593883
300,2101657056,40.672428,-73.97955,MultiFamily2To4,1.0,1,11215,635000,0,27,40.677316,-73.98311,Bk,0.385946528963741
301,30584618,40.670751,-73.988952,Triplex,0.0,0,11215,3159049,2000,28,40.670846999999995,-73.988302,Bk,0.03471391123444723
302,30584619,40.670787,-73.989027,MultiFamily2To4,1.0,2,11215,1080962,2000,28,40.670846999999995,-73.988302,Bk,0.03823108477901953
303,30584620,40.670824,-73.989103,MultiFamily2To4,3.0,4,11215,2238845,2000,28,40.670846999999995,-73.988302,Bk,0.04201960796635855
304,30584621,40.67086,-73.989179,MultiFamily2To4,2.0,6,11215,2005576,2000,240,40.670272,-73.989779,Bk,0.05138936549761365
305,30584622,40.671064,-73.989596,Duplex,0.0,0,11215,2997135,4500,240,40.670272,-73.989779,Bk,0.055573325703916605
306,30584623,40.671127,-73.989693,SingleFamily,7.0,8,11215,3375542,1800,240,40.670272,-73.989779,Bk,0.059265037112720284
307,30584624,40.671158,-73.989757,Apartment,2.0,3,11215,1532706,1200,240,40.670272,-73.989779,Bk,0.06124674252499364
308,30584626,40.671217,-73.989878,Triplex,0.0,0,11215,3080143,1800,240,40.670272,-73.989779,Bk,0.06551952744908401
310,30584632,40.670961,-73.989319,Quadruplex,0.0,0,11215,2770496,3000,240,40.670272,-73.989779,Bk,0.05337759108916415
311,30584653,40.669762,-73.986815,SingleFamily,1.0,2,11215,2405689,2100,28,40.670846999999995,-73.988302,Bk,0.10816587990206003
313,30584656,40.670302,-73.987953,Duplex,0.0,0,11215,2792666,1900,28,40.670846999999995,-73.988302,Bk,0.04187559415733321
315,2097660089,40.66762,-73.980757,MultiFamily2To4,2.0,4,11215,1774698,1312,241,40.666271,-73.980305,Bk,0.09620014671333639
316,2085689658,40.661466,-73.986505,MultiFamily2To4,1.5,2,11215,911945,0,242,40.660365000000006,-73.979493,Bk,0.3754262549006678
318,30579759,40.661744,-73.987051,Duplex,0.0,0,11215,1621282,1503,29,40.665414,-73.99287199999999,Bk,0.3968286888965084
319,30579760,40.661688,-73.986957,Duplex,0.0,0,11215,1619501,1503,29,40.665414,-73.99287199999999,Bk,0.4030927561611123
320,30579763,40.661603,-73.986816,SingleFamily,0.0,0,11215,1541468,1503,29,40.665414,-73.99287199999999,Bk,0.41253312536815445
322,30579766,40.661507,-73.986686,MultiFamily2To4,2.0,3,11215,1429682,1603,242,40.660365000000006,-73.979493,Bk,0.3852941529541511
323,30579767,40.661507,-73.986686,MultiFamily2To4,2.0,5,11215,1382869,1602,242,40.660365000000006,-73.979493,Bk,0.3852941529541511
325,30579770,40.661408,-73.986407,Townhouse,1.0,2,11215,1602195,1260,242,40.660365000000006,-73.979493,Bk,0.36959373229731873
326,30579783,40.660623,-73.985169,Townhouse,1.0,2,11215,1613479,1283,242,40.660365000000006,-73.979493,Bk,0.298123674585216
327,30579785,40.660596,-73.985124,Duplex,0.0,0,11215,1707996,1283,242,40.660365000000006,-73.979493,Bk,0.29566202563974336
328,30579788,40.660476,-73.984955,Duplex,0.0,0,11215,1704325,1445,242,40.660365000000006,-73.979493,Bk,0.2864730574605026
