,zpid,latitude,longitude,usecode,bathrooms,bedrooms,zipcode,price,lotSizeSqFt
13106,2087011892,40.84239,-73.9124,MultiFamily5Plus,2.0,5,10457,0,0
13107,2087762557,40.84069,-73.91184,MultiFamily5Plus,1.0,1,10457,0,0
13108,2085844677,40.84239,-73.9124,MultiFamily5Plus,2.0,4,10457,0,0
13109,2095665146,40.840587,-73.911517,MultiFamily5Plus,1.0,1,10457,0,0
13110,2085946763,40.84239,-73.9124,MultiFamily5Plus,2.0,4,10457,0,0
13111,2087270873,40.83944,-73.91206,MultiFamily5Plus,1.0,3,10457,0,0
13112,2085947214,40.84239,-73.9124,MultiFamily5Plus,1.0,3,10457,0,0
13113,112505469,40.846516,-73.90865,SingleFamily,0.0,0,10457,0,2057
13114,2086819729,40.8494,-73.90303,MultiFamily2To4,1.0,0,10457,185685,0
13115,112498374,40.856193,-73.899938,SingleFamily,0.0,0,10457,0,100
13116,2101790471,40.849232,-73.904591,Unknown,0.0,0,10453,240795,0
13117,2107231610,40.85117,-73.90797,SingleFamily,0.0,0,10453,328176,0
13118,2114513641,40.85147,-73.90887,Unknown,0.0,0,10453,244447,0
13119,2145989186,40.85073,-73.907867,Apartment,1.0,0,10453,0,4312440
13120,29781776,40.849209,-73.907008,Apartment,1.0,0,10453,0,1002
13121,29781778,40.848928,-73.907359,MultiFamily2To4,1.0,1,10453,313528,3125
13122,29781779,40.850964,-73.907246,Duplex,0.0,0,10453,738103,2000
13123,29781780,40.851008,-73.907205,Quadruplex,0.0,0,10453,821179,2003
13124,29781782,40.851099,-73.907122,Triplex,0.0,0,10453,802650,2000
13125,29781783,40.851169,-73.907034,SingleFamily,0.0,0,10453,0,2000
13126,29781789,40.851523,-73.906781,Triplex,0.0,0,10453,787640,1600
13127,29781790,40.851569,-73.906739,Duplex,0.0,0,10453,728641,1600
13128,29781791,40.851617,-73.906695,Duplex,0.0,0,10453,736119,1600
13129,29781792,40.852064,-73.906248,SingleFamily,0.0,0,10453,453472,2500
13130,29781793,40.852236,-73.906092,Duplex,0.0,0,10453,635898,2500
13131,29781794,40.852284,-73.906049,Townhouse,3.0,7,10453,737062,1858
13132,29781795,40.852412,-73.905934,Quadruplex,0.0,0,10453,660570,1875
13133,29781796,40.852416,-73.905919,MultiFamily2To4,3.0,7,10453,582826,2500
13134,29781797,40.852473,-73.905868,Duplex,0.0,0,10453,631244,2500
13135,29781798,40.852531,-73.905815,Duplex,0.0,0,10453,631719,2500
13136,29781799,40.851651,-73.90603,SingleFamily,0.0,0,10453,686212,3987
13137,29781800,40.851699,-73.906118,SingleFamily,2.0,6,10453,604030,1600
13138,29781803,40.851778,-73.906265,Duplex,0.0,0,10453,599631,1625
13139,29781804,40.850918,-73.907287,Duplex,0.0,0,10453,741256,2003
13140,29781805,40.851305,-73.906912,Triplex,0.0,0,10453,800416,2000
13141,2088535948,40.84651,-73.90954,MultiFamily2To4,1.0,1,10453,175827,0
13142,2094146323,40.850071,-73.906505,MultiFamily2To4,2.0,3,10453,319223,0
13143,2094146333,40.850071,-73.906505,MultiFamily2To4,1.0,2,10453,242399,0
13144,112508140,40.85246,-73.91084,Apartment,1.0,1,10453,0,4
13145,2088501328,40.84718,-73.9086,MultiFamily2To4,1.0,1,10453,169862,0
13146,2088501357,40.84718,-73.9086,MultiFamily2To4,1.0,2,10453,239078,0
13147,2088535919,40.84651,-73.90954,MultiFamily2To4,1.0,2,10453,238162,0
13148,29778256,40.835581,-73.917331,Apartment,1.0,3,10452,0,37316
13149,29778259,40.830303,-73.921352,Cooperative,0.0,0,10452,355980,15860
13150,29778260,40.82998,-73.921499,MultiFamily5Plus,1.5,1,10452,0,10200
13151,29778270,40.831952,-73.920662,Cooperative,1.0,1,10452,244431,27584
13152,244428229,40.82998,-73.921499,Cooperative,1.0,0,10452,224350,10200
13153,2086075193,40.842199,-73.912903,MultiFamily2To4,1.0,1,10452,193991,0
13154,2085620088,40.842199,-73.912903,MultiFamily5Plus,2.0,4,10452,0,0
13155,2085744241,40.842199,-73.912903,MultiFamily2To4,1.0,1,10452,196324,0
13156,2085744240,40.842199,-73.912903,MultiFamily2To4,1.0,1,10452,196324,0
13157,2085765530,40.831308,-73.92071,MultiFamily2To4,1.0,1,10452,238082,0
13158,2086838353,40.842199,-73.912903,MultiFamily2To4,1.0,1,10452,213306,0
13159,2085844705,40.842744,-73.912652,Unknown,0.0,0,10452,260269,0
13160,2085844704,40.84239,-73.9124,MultiFamily5Plus,1.0,3,10452,0,0
13161,2087121467,40.84239,-73.9124,MultiFamily5Plus,1.0,1,10452,0,0
13162,2096882183,40.83121,-73.921294,MultiFamily5Plus,1.0,0,10452,0,0
13163,79717745,40.831951,-73.920661,Cooperative,1.0,2,10452,333830,0
13164,244463263,40.831952,-73.920662,MultiFamily5Plus,1.0,1,10452,0,27584
13165,244425256,40.831952,-73.920662,Condominium,1.0,1,10452,250400,0
13166,2105687919,40.837,-73.91551,MultiFamily5Plus,1.0,1,10452,0,0
13167,112498264,40.839512,-73.914206,SingleFamily,0.0,0,10452,0,4604
13168,119912276,40.835581,-73.917331,Cooperative,0.0,0,10452,154584,0
13169,123270993,40.82998,-73.921499,MultiFamily2To4,1.0,0,10452,211745,0
13170,124270239,40.835581,-73.917331,Cooperative,0.0,0,10452,154584,0
13171,124271720,40.835581,-73.917331,Cooperative,0.0,0,10452,154584,0
13172,124398617,40.835581,-73.917331,Cooperative,0.0,0,10452,154584,0
13173,29777655,40.823707,-73.912878,SingleFamily,3.0,8,10451,773439,1428
13174,29777659,40.824221,-73.913115,SingleFamily,0.0,0,10451,0,1104
13175,29777660,40.824237,-73.91317,SingleFamily,0.0,0,10451,0,1231
13176,29777661,40.82426,-73.913295,SingleFamily,0.0,0,10451,0,1638
13177,29777776,40.824216,-73.914707,SingleFamily,0.0,0,10451,0,1625
13178,29777844,40.825531,-73.917193,Triplex,0.0,0,10451,840831,3650
13179,29777845,40.825557,-73.917276,Duplex,0.0,0,10451,731589,3650
13180,29777849,40.825632,-73.917513,SingleFamily,0.0,0,10451,691400,2433
13181,29777850,40.82565,-73.917569,SingleFamily,0.0,0,10451,0,2336
13182,2135701259,40.823895,-73.912366,Unknown,0.0,0,10451,275673,0
13183,89069523,40.823681,-73.913362,MultiFamily2To4,1.0,1,10451,265854,21582
13184,2114799456,40.82695,-73.92339,Miscellaneous,1.0,0,10451,0,0
13185,29777851,40.825668,-73.917624,SingleFamily,0.0,0,10451,667333,2433
13186,29777848,40.825614,-73.917456,Duplex,3.0,4,10451,705980,2395
13187,29777847,40.825574,-73.917355,MultiFamily2To4,1.5,20,10451,474491,2433
13188,29777846,40.825579,-73.917344,SingleFamily,0.0,0,10451,679782,2433
13189,112499405,40.823219,-73.909874,Condominium,0.0,0,10451,637160,35133
13190,112499620,40.823219,-73.909874,SingleFamily,0.0,0,10451,0,35133
13191,142618488,40.823186,-73.910917,SingleFamily,0.0,0,10451,0,1126
13192,142618850,40.82409,-73.912763,VacantResidentialLand,0.0,0,10451,0,6097
13193,142618853,40.824234,-73.913213,VacantResidentialLand,0.0,0,10451,0,1629
13194,142618855,40.824303,-73.913418,VacantResidentialLand,0.0,0,10451,0,1671
13195,142619724,40.827714,-73.924294,SingleFamily,0.0,0,10451,0,10900
13196,2107480421,40.82761,-73.924537,Unknown,0.0,0,10451,333990,0
13197,2096103051,40.823959,-73.91369,MultiFamily2To4,1.0,1,10451,234383,0
13198,2109071426,40.829189,-73.937446,Unknown,0.0,0,10039,625227,0
13199,31976695,40.750774,-73.855105,Triplex,0.0,0,11368,1242581,1824
13200,2085733248,40.60372,-73.81994,SingleFamily,0.0,3,11693,545920,0
13201,32218847,40.604685,-73.820785,MultiFamily2To4,2.0,2,11693,439257,2500
13202,32218876,40.60441,-73.821728,SingleFamily,1.0,3,11693,345132,2500
13203,32218952,40.603284,-73.820909,SingleFamily,2.0,3,11693,492986,2500
13204,32219064,40.601555,-73.821268,SingleFamily,1.5,3,11693,449965,2500
13205,112511300,40.601267,-73.821989,SingleFamily,0.0,0,11693,0,3000
13206,112510205,40.601538,-73.821084,SingleFamily,0.0,0,11693,0,2500
13207,112084919,40.600975,-73.82275,SingleFamily,0.0,0,11693,0,2500
13208,32219144,40.599155,-73.821244,MultiFamily2To4,3.0,2,11693,450340,3001
13209,32219342,40.607608,-73.816183,SingleFamily,2.0,4,11693,547486,4113
13210,32219129,40.600126,-73.821112,SingleFamily,3.0,4,11693,479070,3001
13211,32219113,40.60031,-73.823224,SingleFamily,0.0,0,11693,421593,5000
13212,32219108,40.600361,-73.823805,SingleFamily,1.0,2,11693,390566,2500
13213,32219088,40.600941,-73.822354,SingleFamily,1.0,2,11693,378457,5000
13214,32218711,40.611035,-73.81969,SingleFamily,1.0,2,11693,317519,2626
13215,32218734,40.607251,-73.820087,SingleFamily,2.0,3,11693,494012,4000
13216,32218745,40.606854,-73.820588,SingleFamily,2.5,3,11693,637376,2500
13217,32218764,40.606178,-73.82193,SingleFamily,0.0,0,11693,326541,1876
13218,32218777,40.605821,-73.821698,SingleFamily,2.0,3,11693,399028,2500
13219,32218786,40.605733,-73.820719,SingleFamily,1.0,2,11693,341279,2600
13220,32218789,40.605689,-73.820263,SingleFamily,2.0,0,11693,399088,2922
13221,32218807,40.60544,-73.821306,SingleFamily,1.0,2,11693,343541,2500
13222,32218813,40.605495,-73.821926,SingleFamily,2.0,3,11693,465721,2548
13223,32218819,40.605158,-73.822156,SingleFamily,0.0,0,11693,341729,2500
13224,32218829,40.605039,-73.820823,SingleFamily,2.0,4,11693,613768,1089000
13225,31534459,40.764052,-73.96532,MultiFamily2To4,1.0,1,10065,1022394,0
13226,31534497,40.76429,-73.965673,Condominium,1.0,1,10065,1022966,0
13227,31534510,40.764052,-73.96532,MultiFamily2To4,1.0,1,10065,1037210,0
13228,31534522,40.764052,-73.96532,MultiFamily2To4,1.0,1,10065,587343,0
13229,31534534,40.764052,-73.96532,MultiFamily2To4,3.0,3,10065,2373095,0
13230,31534538,40.764052,-73.96532,Condominium,2.0,2,10065,2028892,0
13231,31534548,40.764052,-73.96532,MultiFamily2To4,1.0,1,10065,1227644,0
13232,31534556,40.764052,-73.96532,MultiFamily2To4,4.0,3,10065,3430235,0
13233,31534564,40.764052,-73.96532,Condominium,1.0,0,10065,727263,0
13234,31534571,40.764052,-73.96532,MultiFamily2To4,1.0,1,10065,596659,0
13235,31534579,40.764052,-73.96532,MultiFamily2To4,1.0,0,10065,584192,0
13236,31534587,40.764052,-73.96532,MultiFamily2To4,1.0,1,10065,1016635,0
13237,2110597385,40.764228,-73.965438,Condominium,2.0,2,10065,1535771,1202
13238,63870819,40.764052,-73.96532,MultiFamily2To4,1.0,0,10065,559598,0
13239,63870846,40.764052,-73.96532,MultiFamily2To4,1.5,1,10065,1365345,0
13240,63870850,40.764052,-73.96532,MultiFamily2To4,2.0,2,10065,1606153,0
13241,2094042994,40.763999,-73.965301,Condominium,3.0,3,10065,2438800,0
13242,2106305235,40.763973,-73.965148,Unknown,0.0,0,10065,804880,0
13243,2110948464,40.764,-73.9653,Condominium,2.5,3,10065,2373943,0
13244,2091477950,40.766162,-73.962227,Condominium,3.0,2,10065,2953788,0
13245,31533410,40.766056,-73.968911,Condominium,1.0,1,10065,1696333,2008
13246,31533412,40.765851,-73.968424,Townhouse,3.5,6,10065,10219407,1607
13247,31534430,40.764209,-73.965718,SingleFamily,0.0,0,10065,9854593,1664
13248,31534431,40.764239,-73.965795,Duplex,0.0,0,10065,15514849,3360
13249,31534432,40.764833,-73.967286,Cooperative,3.0,3,10065,2734559,12978
13250,247726696,40.759,-73.9794,SingleFamily,0.0,0,10020,214302,59677
13251,248330560,40.7591,-73.9796,SingleFamily,0.0,0,10020,79055,43560
13252,30773987,40.644382,-73.902466,Townhouse,2.0,3,11236,464480,2000
13253,2095649062,40.8502,-73.974,Townhouse,4.0,3,7024,783520,0
13254,72531564,40.781723,-73.955468,Cooperative,3.0,3,10128,6175059,0
13255,244860237,40.781723,-73.955468,Cooperative,3.0,3,10128,4972736,15989
13256,104463937,40.781723,-73.955468,Cooperative,2.0,2,10128,2039521,0
13257,2085582443,40.759785,-73.965151,MultiFamily2To4,1.0,1,10022,630561,0
13258,30592987,40.67044,-73.94027,MultiFamily2To4,2.0,5,11213,1263503,2200
13259,30640876,40.668934,-73.878132,Duplex,0.0,0,11208,645807,2840
13260,30660516,40.646448,-73.945881,Condominium,1.0,1,11203,597587,2161
13261,30758168,40.634314,-73.927217,SingleFamily,1.5,2,11234,505507,2151
13262,30592080,40.673221,-73.941349,Duplex,0.0,0,11213,1677491,2884
13263,30640331,40.670588,-73.877639,SingleFamily,3.0,3,11208,461417,567
13264,30627964,40.691787,-73.916648,MultiFamily2To4,3.0,7,11221,1230160,1833
13265,114416536,40.690378,-73.919045,Cooperative,1.0,1,11221,372348,0
13266,143443723,40.7028,-73.8871,VacantResidentialLand,0.0,0,11385,0,10080
13267,245522660,40.690378,-73.919045,Cooperative,0.0,0,11221,224422,0
13268,30779947,40.626583,-73.914611,Condominium,0.0,0,11234,246264,72310
13269,37905226,40.83549,-73.981668,SingleFamily,4.5,4,7024,1340772,5201
13270,29780759,40.815311,-73.894097,MultiFamily2To4,3.0,7,10474,529360,1306
13271,97523327,40.754753,-73.985006,SingleFamily,0.0,0,10036,0,56628
13272,121918782,40.781723,-73.955468,Cooperative,4.0,3,10128,6144340,0
13273,219695820,40.781723,-73.955468,Cooperative,0.0,0,10128,3675075,0
13274,219695825,40.781723,-73.955468,Cooperative,0.0,0,10128,6041589,0
13275,219695826,40.781723,-73.955468,Cooperative,0.0,0,10128,4326367,0
13276,219695827,40.781723,-73.955468,Cooperative,0.0,0,10128,4306019,0
13277,2110694010,40.745583,-73.991396,Apartment,1.0,1,10001,0,0
13278,2112443066,40.74525,-73.99151,Apartment,2.0,2,10001,0,0
13279,2113865790,40.745013,-73.99147,MultiFamily2To4,1.0,1,10001,830643,0
13280,2124791193,40.745254,-73.991508,MultiFamily2To4,1.0,1,10001,867295,0
13281,2086330763,40.745028,-73.991459,MultiFamily5Plus,1.0,0,10001,0,0
13282,2085685894,40.745028,-73.991459,MultiFamily5Plus,1.0,0,10001,0,0
13283,2086178993,40.745028,-73.991459,Apartment,1.0,1,10001,0,0
13284,2089420431,40.745028,-73.991459,MultiFamily5Plus,1.0,1,10001,0,0
13285,2085891684,40.745028,-73.991459,MultiFamily5Plus,1.0,1,10001,0,0
13286,2086640345,40.745028,-73.991459,Apartment,1.0,0,10001,0,0
13287,2086824021,40.745028,-73.991459,Apartment,1.0,1,10001,0,0
13288,2087019552,40.745028,-73.991459,Apartment,1.0,1,10001,0,0
13289,2087947336,40.745028,-73.991459,Apartment,1.0,1,10001,0,0
13290,2088010295,40.745028,-73.991459,Apartment,1.0,0,10001,0,0
13291,2088305017,40.745028,-73.991459,Apartment,1.0,0,10001,0,0
13292,2089006130,40.745028,-73.991459,Apartment,1.0,1,10001,0,0
13293,2089088476,40.745028,-73.991459,Apartment,1.0,0,10001,0,0
13294,2089128088,40.745028,-73.991459,Apartment,1.0,1,10001,0,0
13295,2089502496,40.745028,-73.991459,Apartment,1.0,0,10001,0,0
13296,2093338070,40.745013,-73.99147,MultiFamily2To4,1.0,1,10001,830643,0
13297,2093338071,40.745013,-73.99147,MultiFamily2To4,1.0,1,10001,830643,0
13298,2093338752,40.745028,-73.991459,Apartment,1.0,1,10001,0,0
13299,2099293512,40.74525,-73.99151,Apartment,1.0,1,10001,0,0
13300,2085636211,40.745028,-73.991459,MultiFamily5Plus,1.0,0,10001,0,0
13301,2127582193,40.745254,-73.991508,MultiFamily2To4,1.0,0,10001,576960,0
13302,2112430096,40.666562,-73.984832,Unknown,0.0,0,10011,1095130,0
13303,2096733788,40.667553,-73.984006,Apartment,2.0,2,10011,0,0
13304,2097005364,40.665262,-73.986028,MultiFamily2To4,1.0,1,10011,755191,0
13305,2096161028,40.661351,-73.990028,MultiFamily2To4,1.0,1,10011,663645,0
13306,2107531704,40.735012,-73.998092,Unknown,0.0,0,10011,1160637,0
13307,30585635,40.736288,-73.997438,SingleFamily,0.0,4,10011,2640975,1227
13308,2104713331,40.734436,-73.999031,Condominium,1.0,0,10011,1069517,0
13309,2106434249,40.734943,-73.998245,Apartment,1.0,1,10011,0,0
13310,2108788325,40.737098,-73.997398,Townhouse,1.0,3,10011,1984903,0
13311,2109576382,40.73928,-73.996063,Unknown,0.0,0,10011,1033995,0
13312,2109716606,40.73559,-73.99848,Apartment,1.5,2,10011,3008353,0
13313,2114908600,40.73629,-73.99798,SingleFamily,1.0,1,10011,1189569,0
13314,2115785049,40.73376,-73.999245,Condominium,1.0,1,10011,1437247,0
13315,2119111548,40.735765,-73.997777,Apartment,1.0,2,10011,0,0
13316,2122193913,40.739572,-73.995452,Apartment,1.0,3,10011,0,0
13317,2129111821,40.733648,-73.999186,Apartment,1.0,1,10011,0,0
13318,2131522172,40.734886,-73.998283,Unknown,0.0,0,10011,1162729,0
13319,2104996985,40.7406,-73.9939,Condominium,2.0,1,10011,2374622,0
13320,2109678304,40.735012,-73.998092,Unknown,0.0,0,10011,1160637,0
13321,2118547476,40.740656,-73.993904,Apartment,1.0,1,10011,0,0
13322,2104773684,40.735324,-73.998551,MultiFamily2To4,1.0,0,10011,663072,0
13323,2120613389,40.735016,-73.998099,Unknown,0.0,0,10011,1160375,0
13324,2111503071,40.735057,-73.998515,Unknown,0.0,0,10011,1166527,0
13325,2126661889,40.740656,-73.993904,MultiFamily2To4,1.0,0,10011,823411,0
13326,2128058926,40.740656,-73.993904,MultiFamily2To4,2.5,3,10011,2956834,0
13327,2112430096,40.666562,-73.984832,Unknown,0.0,0,10011,1095130,0
13328,2096733788,40.667553,-73.984006,Apartment,2.0,2,10011,0,0
13329,2097005364,40.665262,-73.986028,MultiFamily2To4,1.0,1,10011,755191,0
13330,2096161028,40.661351,-73.990028,MultiFamily2To4,1.0,1,10011,663645,0
13331,2107531704,40.735012,-73.998092,Unknown,0.0,0,10011,1160637,0
13332,30585635,40.736288,-73.997438,SingleFamily,0.0,4,10011,2640975,1227
13333,2104713331,40.734436,-73.999031,Condominium,1.0,0,10011,1069517,0
13334,2106434249,40.734943,-73.998245,Apartment,1.0,1,10011,0,0
13335,2108788325,40.737098,-73.997398,Townhouse,1.0,3,10011,1984903,0
13336,2109576382,40.73928,-73.996063,Unknown,0.0,0,10011,1033995,0
13337,2109716606,40.73559,-73.99848,Apartment,1.5,2,10011,3008353,0
13338,2114908600,40.73629,-73.99798,SingleFamily,1.0,1,10011,1189569,0
13339,2115785049,40.73376,-73.999245,Condominium,1.0,1,10011,1437247,0
13340,2119111548,40.735765,-73.997777,Apartment,1.0,2,10011,0,0
13341,2122193913,40.739572,-73.995452,Apartment,1.0,3,10011,0,0
13342,2129111821,40.733648,-73.999186,Apartment,1.0,1,10011,0,0
13343,2131522172,40.734886,-73.998283,Unknown,0.0,0,10011,1162729,0
13344,2104996985,40.7406,-73.9939,Condominium,2.0,1,10011,2374622,0
13345,2109678304,40.735012,-73.998092,Unknown,0.0,0,10011,1160637,0
13346,2118547476,40.740656,-73.993904,Apartment,1.0,1,10011,0,0
13347,2104773684,40.735324,-73.998551,MultiFamily2To4,1.0,0,10011,663072,0
13348,2120613389,40.735016,-73.998099,Unknown,0.0,0,10011,1160375,0
13349,2111503071,40.735057,-73.998515,Unknown,0.0,0,10011,1166527,0
13350,2126661889,40.740656,-73.993904,MultiFamily2To4,1.0,0,10011,823411,0
13351,2128058926,40.740656,-73.993904,MultiFamily2To4,2.5,3,10011,2956834,0
13352,31497524,40.724593,-73.994784,SingleFamily,0.0,0,10012,0,1833
13353,31497523,40.724649,-73.994886,SingleFamily,0.0,0,10012,0,2993
13354,143086666,40.724564,-73.994715,VacantResidentialLand,0.0,0,10012,0,2025
13355,143087069,40.724512,-73.99308,SingleFamily,0.0,0,10012,0,2114
13356,2116846698,40.724768,-73.994817,Unknown,0.0,0,10012,1079111,0
13357,2088466770,40.724649,-73.994483,MultiFamily2To4,1.0,1,10012,758256,0
13358,2097525820,40.724583,-73.994446,MultiFamily2To4,1.0,2,10012,1170272,0
13359,2105334451,40.724658,-73.994377,MultiFamily2To4,1.0,1,10012,757811,0
13360,2106026799,40.724542,-73.994634,MultiFamily2To4,2.0,2,10012,2120601,0
13361,2107407293,40.724697,-73.994361,MultiFamily2To4,1.0,2,10012,1165507,0
13362,2108796948,40.724525,-73.994628,MultiFamily2To4,1.0,1,10012,768774,0
13363,2108819251,40.72453,-73.99465,MultiFamily2To4,2.0,2,10012,1828870,0
13364,2112133878,40.724649,-73.994483,MultiFamily2To4,1.0,1,10012,758256,0
13365,2112133879,40.724697,-73.994361,Condominium,1.0,2,10012,1496878,0
13366,2113186224,40.724583,-73.994446,Apartment,1.0,1,10012,0,0
13367,2113865912,40.724583,-73.994446,MultiFamily2To4,1.0,2,10012,1170272,0
13368,2115054342,40.724583,-73.994446,MultiFamily2To4,1.0,3,10012,1608834,0
13369,2116226904,40.724583,-73.994446,Unknown,0.0,0,10012,1069621,0
13370,2116406896,40.724658,-73.994377,MultiFamily2To4,1.0,1,10012,757811,0
13371,2111912317,40.724542,-73.994634,MultiFamily2To4,2.0,2,10012,1883600,0
13372,2118964766,40.724583,-73.994446,Apartment,1.0,3,10012,0,0
13373,2119043455,40.72507,-73.9953,MultiFamily2To4,1.0,2,10012,1212741,0
13374,2119434128,40.724542,-73.994634,MultiFamily2To4,2.0,2,10012,2355577,0
13375,2120410982,40.724658,-73.994377,MultiFamily2To4,1.0,2,10012,1166625,0
13376,2121978180,40.724542,-73.994634,SingleFamily,2.0,2,10012,2935853,0
13377,248788037,40.7224,-73.99165,SingleFamily,0.0,0,10002,0,22705
13378,2126250900,40.722095,-73.98491,MultiFamily2To4,1.0,0,10002,556197,0
13379,2113242426,40.722095,-73.98491,MultiFamily2To4,1.0,1,10002,573404,0
13380,2112934015,40.722095,-73.98491,MultiFamily2To4,1.0,1,10002,559927,0
13381,2110517300,40.722095,-73.98491,MultiFamily2To4,1.0,1,10002,559927,0
13382,2110517299,40.722095,-73.98491,MultiFamily2To4,1.0,1,10002,559927,0
13383,2110092811,40.72209,-73.9849,MultiFamily2To4,1.0,1,10002,601853,0
13384,2110020230,40.722095,-73.98491,MultiFamily2To4,2.0,2,10002,1364106,0
13385,2109215224,40.722095,-73.98491,MultiFamily2To4,1.0,1,10002,598685,0
13386,2109189226,40.72209,-73.9849,MultiFamily2To4,2.0,2,10002,1364137,0
13387,2109189225,40.722095,-73.98491,MultiFamily2To4,1.0,1,10002,598685,0
13388,2108485655,40.722099,-73.984909,MultiFamily2To4,1.0,0,10002,512831,0
13389,2108160111,40.722095,-73.98491,MultiFamily2To4,1.0,1,10002,598685,0
13390,2107729183,40.722095,-73.98491,MultiFamily2To4,1.0,1,10002,593473,0
13391,2107119265,40.722087,-73.984901,MultiFamily2To4,1.0,0,10002,514233,0
13392,2106974106,40.722095,-73.98491,MultiFamily2To4,2.0,2,10002,1373028,0
13393,2106700695,40.722087,-73.984901,MultiFamily2To4,1.0,1,10002,594665,0
13394,2106700694,40.722087,-73.984901,MultiFamily2To4,1.0,0,10002,514233,0
13395,2106511461,40.722095,-73.98491,MultiFamily2To4,2.0,3,10002,1489335,0
13396,2106487928,40.722087,-73.984901,Unknown,0.0,0,10002,591051,0
13397,2106487921,40.722087,-73.984901,Unknown,0.0,0,10002,591051,0
13398,2106487914,40.722095,-73.98491,MultiFamily2To4,1.0,0,10002,526977,0
13399,2106371606,40.722095,-73.98491,MultiFamily2To4,1.0,1,10002,573404,0
13400,2105927527,40.72209,-73.9849,MultiFamily2To4,1.0,0,10002,512755,0
13401,2105596471,40.722095,-73.98491,MultiFamily2To4,1.0,1,10002,573404,0
13402,2105343422,40.722095,-73.98491,MultiFamily2To4,1.0,1,10002,601453,0
13403,219713804,40.716663,-73.988121,VacantResidentialLand,0.0,0,10002,0,15485
13404,245083621,40.717427,-73.975577,VacantResidentialLand,0.0,0,10002,0,134
13405,2107924714,40.713785,-73.990512,Apartment,2.0,2,10002,0,0
13406,2085605817,40.713785,-73.990512,MultiFamily2To4,1.0,1,10002,852492,0
13407,2127598707,40.713785,-73.990512,MultiFamily2To4,2.0,3,10002,1718938,0
13408,2131495084,40.71378,-73.99052,MultiFamily2To4,1.0,1,10002,806517,0
13409,2131282259,40.713785,-73.990512,MultiFamily2To4,1.0,2,10002,795714,0
13410,2099091719,40.71378,-73.99052,Apartment,1.0,0,10002,0,0
13411,2099150410,40.713785,-73.990512,MultiFamily2To4,2.0,3,10002,1698172,0
13412,2100341759,40.71378,-73.99052,Apartment,1.0,1,10002,0,0
13413,2100341762,40.71378,-73.99052,MultiFamily2To4,1.0,1,10002,841822,0
13414,2101953418,40.71378,-73.99052,MultiFamily2To4,1.0,1,10002,841822,0
13415,2105024781,40.71378,-73.99052,MultiFamily2To4,1.0,0,10002,682453,0
13416,2106315424,40.713798,-73.990501,MultiFamily2To4,1.0,1,10002,840839,0
13417,2133202535,40.713771,-73.990509,MultiFamily2To4,1.0,0,10002,682486,0
13418,2108639579,40.713785,-73.990512,MultiFamily2To4,1.0,1,10002,744039,0
13419,2109549165,40.713798,-73.990501,MultiFamily2To4,1.0,0,10002,681745,0
13420,2111155933,40.713785,-73.990512,MultiFamily2To4,1.0,2,10002,973932,0
13421,2111406188,40.713775,-73.990516,MultiFamily2To4,1.0,0,10002,682749,0
13422,2111541847,40.713785,-73.990512,MultiFamily2To4,2.0,2,10002,1556733,0
13423,2111554157,40.713785,-73.990512,MultiFamily2To4,1.0,1,10002,841703,0
13424,2111556962,40.713785,-73.990512,MultiFamily2To4,1.0,1,10002,841703,0
13425,2111586459,40.71378,-73.99052,Apartment,1.0,1,10002,0,0
13426,2112025161,40.713798,-73.990501,MultiFamily2To4,1.0,1,10002,840839,0
13427,2116884924,40.713785,-73.990512,MultiFamily2To4,1.0,1,10002,841703,0
13428,2117380223,40.713785,-73.990512,MultiFamily2To4,1.0,1,10002,860948,0
13429,2118670826,40.71378,-73.99052,MultiFamily2To4,1.0,0,10002,682453,0
13430,244996629,40.703343,-73.986451,Condominium,1.0,1,11201,982300,0
13431,83047482,40.701835,-73.986798,MultiFamily2To4,1.0,1,11201,0,0
13432,83044800,40.702004,-73.987053,Condominium,1.0,1,11201,943499,0
13433,245014557,40.703343,-73.986451,Condominium,3.0,2,11201,2010308,0
13434,90135789,40.697947,-73.987185,MultiFamily2To4,1.0,0,11201,472006,0
13435,30566193,40.703272,-73.986865,SingleFamily,0.0,0,11201,0,1340
13436,30566219,40.702523,-73.986502,Apartment,0.0,3,11201,0,1105
13437,30566291,40.693814,-73.987988,SingleFamily,0.0,0,11201,0,127631
13438,245023784,40.703343,-73.986451,Condominium,5.0,4,11201,4370231,0
13439,2092977104,40.702425,-73.986693,MultiFamily2To4,2.0,3,11201,0,0
13440,83050192,40.702004,-73.987053,Condominium,2.0,2,11201,1638768,0
13441,83050137,40.702004,-73.987053,Condominium,1.0,1,11201,970714,0
13442,83050095,40.702004,-73.987053,MultiFamily2To4,1.0,0,11201,737296,0
13443,83050073,40.702004,-73.987053,MultiFamily2To4,1.0,1,11201,998400,0
13444,83050049,40.702004,-73.987053,Condominium,0.0,0,11201,1144984,0
13445,83050028,40.702004,-73.987053,Condominium,2.5,3,11201,2770949,0
13446,83050027,40.702004,-73.987053,Condominium,0.0,0,11201,956993,0
13447,83049920,40.702004,-73.987053,MultiFamily2To4,2.5,2,11201,2252598,0
13448,83049907,40.702004,-73.987053,Condominium,1.0,0,11201,739856,0
13449,83049818,40.702004,-73.987053,Condominium,2.5,2,11201,2353870,0
13450,83049555,40.702004,-73.987053,Condominium,2.0,3,11201,2252553,0
